fips,median_weighted_damage,median_recovery_months,max_weighted_damage,max_recovery_months,damage_ratio,recovery_ratio
22009,2864.0,2291.2,49983.0,39986.4,17.452164804469273,17.452164804469277
22011,2577.0,372.5783132350565,56372.0,8150.168674306015,21.875048506014746,21.875048506014743
22013,211.0,140.66666666666666,8919.0,5946.0,42.27014218009479,42.27014218009479
22015,3781.0,63.36871508025874,16771.0,281.07821227480014,4.435599047870934,4.435599047870934
22017,3161.0,171.63800901870803,12353.0,670.7511311003165,3.907940525150269,3.907940525150269
22019,6898.5,63.77657933319675,296257.0,2738.893681744563,42.94513299992752,42.945132999927516
22021,759.0,1012.0,4779.0,6372.0,6.296442687747035,6.296442687747035
22023,734.0,326.22222222222223,10395.0,4620.0,14.162125340599456,14.162125340599454
22025,104.5,20.9,8224.0,1644.8,78.69856459330144,78.69856459330144
22027,110.5,442.0,7758.0,31032.0,70.2081447963801,70.2081447963801
22029,356.5,158.44444444444446,8212.0,3649.777777777778,23.035063113604487,23.035063113604487
22031,1380.0,146.54867256118413,9505.0,1009.3805309377212,6.88768115942029,6.88768115942029
22033,2805.0,14.946714029316745,654682.0,3488.536411458519,233.3982174688057,233.39821746880574
22037,2183.0,623.7142857142857,14463.0,4132.285714285715,6.6252863032524045,6.625286303252406
22039,2904.0,1244.5714287492244,36544.0,15661.714287951672,12.584022038567493,12.584022038567493
22041,1879.0,1326.3529408643876,8297.0,5856.705880974892,4.415646620542842,4.415646620542842
22043,2464.0,5913.59999526912,17770.0,42647.9999658816,7.21185064935065,7.21185064935065
22045,1289.0,164.55319149636398,147651.0,18849.063830589323,114.54693560899922,114.54693560899922
22047,1971.5,202.20512820512818,38407.0,3939.1794871794873,19.48110575703779,19.481105757037792
22051,825.0,19.111969110493284,660740.0,15306.718145536162,800.8969696969697,800.8969696969698
22053,2992.5,520.4347826086957,44655.0,7766.086956521739,14.922305764411028,14.922305764411025
22055,11809.5,89.40946374496139,523924.0,3966.617035701355,44.36462170286634,44.36462170286634
22057,5880.0,221.1912225982685,117731.0,4428.752351652508,20.022278911564626,20.022278911564626
