fips,earp_months_per_year,num_events,total_recovery_months,mean_recovery_per_event,max_recovery
01121,0.0,3,0.0,0.0,0.0
01123,0.09914777062400958,14,147.24770639500042,10.517693313928602,62.642201823368396
01125,0.0980911319677229,6,145.67845660100826,24.279742766834712,46.63022508338458
01127,0.19796196000000002,5,294.0,58.8,294.0
01129,0.0,0,0.0,,
01131,44.034416024034414,48,65397.000065397,1362.4375013624374,14760.00001476
01133,0.0,1,0.0,0.0,0.0
09001,0.0,0,0.0,,
09003,0.0,0,0.0,,
09005,0.0,0,0.0,,
09007,0.0,0,0.0,,
09009,0.0,0,0.0,,
09011,0.0,0,0.0,,
09013,0.0,0,0.0,,
09015,0.0,0,0.0,,
10001,0.374369751681049,10,555.9891758711037,55.59891758711037,244.02664454422202
10003,0.021460680652687445,6,31.871982434858236,5.311997072476372,27.853694212771416
10005,0.3547440910936835,11,526.8424437783043,47.894767616209485,134.08635738484946
12001,9.071132482517795,132,13471.845549822965,102.05943598350731,2516.6651640398345
12003,52.7050967769697,110,78274.12121212122,711.5829201101928,4968.484848484848
12005,7.040998485374885,143,10456.824910706158,73.12464972521789,1485.6417309317658
12007,52.745154912258066,110,78333.6129032258,712.1237536656892,5357.1612903225805
12009,13.325070269934812,186,19789.512385919166,106.39522788128583,1863.1968709256844
12011,33.263161537733815,181,49400.24584568541,272.9295350590354,8996.63476854635
12013,111.70683666400001,115,165899.6,1442.6052173913044,8622.8
12015,9.470239995106857,223,14064.573610816016,63.06983681980277,1098.414831066383
12017,14.86950696184387,146,22083.20753533708,151.25484613244575,2086.875153841486
12019,12.209944132878864,108,18133.400856742304,167.90185978465095,1426.1257998776389
12021,22.544391128805742,272,33481.43750379562,123.09352023454272,4421.304545956967
12023,73.8331306559165,122,109652.07867632473,898.7875301338092,4720.044944880909
12027,176.4970662478034,178,262121.76054861347,1472.594160385469,12064.563379601996
12029,183.69090348070944,146,272805.5714508412,1868.5313113071315,7541.632653676868
12031,7.657658913191069,112,11372.648161688105,101.5415014436438,4601.211133040061
12033,14.227649615578095,145,21129.963488843812,145.72388612995732,4950.5395537525355
12035,2.2183430863676183,110,3294.536320978433,29.95033019071303,699.8578051468535
12037,25.78562680422034,137,38295.10619333522,279.5263225790892,1613.7345132172131
12039,56.93481117992768,113,84555.8130809512,748.2815316898335,3379.6261680979583
12041,56.28460521345887,115,83590.1702163229,726.8710453593296,3658.851063985483
12043,136.3192886485344,231,202452.3846029263,876.4172493633173,5338.338461209948
12045,11.966870489939858,121,17772.40397115849,146.87937166246684,713.9999999054304
12047,90.64793132759263,114,134624.30767159627,1180.9149795754058,7433.076921933373
12049,49.76752835268293,168,73911.43902439025,439.9490418118467,3812.0975609756097
12051,32.51834602771953,254,48294.09514913644,190.1342328706159,1422.2046677614217
12053,11.447302544095809,150,17000.77604790419,113.33850698602794,2146.5245508982034
12055,25.260226424276084,208,37514.816325000866,180.35969387019648,2450.706122348951
12057,8.699569608943923,192,12920.02496353094,67.29179668505698,1707.3376780423137
12059,253.86399348,112,377022.0,3366.2678571428573,29427.0
12061,21.858894294893616,162,32463.382978723403,200.39125295508273,4431.510638297872
12063,34.98951897647059,120,51964.117647058825,433.0343137254902,2874.274509803922
12065,26.789000236674063,114,39785.25000248621,348.99342107444045,2758.3125001723947
12067,57.03362944571429,129,84702.57142857143,656.6090808416391,3680.5714285714284
12069,7.197309932524621,164,10688.96832584522,65.17663613320256,740.4017503029463
12071,10.89411492783726,246,16179.21841541756,65.76918055047788,1391.702550126533
12073,8.643870445176166,123,12837.30425219973,104.36832725365635,1605.667989032446
12075,87.07669086463841,151,129320.5377144361,856.4274020823583,5560.100503630171
12077,121.71318320664976,122,180760.3635706326,1481.6423243494473,7726.909088099306
12079,106.00960702271092,118,157438.45163321786,1334.2241663832021,10031.225807745965
12081,6.538969830510193,190,9711.245181498489,51.11181674472889,896.1231262903575
12083,7.780683668434451,161,11555.35638523547,71.77239990829484,991.7013152312261
12085,24.210750082107374,184,35956.203525867124,195.41414959710394,6167.853459638109
12086,10.706025609611787,274,15899.88060951642,58.02876134860007,2852.5889962333135
12087,53.21332195335891,326,79028.90360495278,242.4199497084441,3994.2650597597267
12089,13.976709147304316,107,20757.28331497359,193.99330200909895,3010.426022958639
12091,8.942656150493614,135,13281.041005277591,98.37808152057475,2475.05678155361
